JunctionName,Date,timeOfDay,travel_Direction_in,travel_Direction_out,Weather_Conditions,JunctionSpeedLimit,VehicleSpeed,VehicleType,elctricHybrid
Hanley Highway/Westway,15/06/2024,17:41:36,SW,SE,Bright,20,15,Van,FALSE
Hanley Highway/Westway,15/06/2024,17:44:41,SW,SE,Bright,20,5,Car,TRUE
Hanley Highway/Westway,15/06/2024,17:53:01,SW,SE,Bright,20,20,Car,FALSE
Hanley Highway/Westway,15/06/2024,17:13:38,SW,NW,Bright,20,6,Buss,FALSE
Hanley Highway/Westway,15/06/2024,17:59:04,SW,NW,Bright,20,2,Buss,FALSE
Hanley Highway/Westway,15/06/2024,17:12:37,SW,SE,Bright,20,26,Van,FALSE
Hanley Highway/Westway,15/06/2024,17:59:16,SW,SE,Bright,20,6,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,17:14:34,SW,NW,Bright,20,6,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,17:57:37,SW,SE,Bright,20,24,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,17:08:29,SW,SW,Bright,20,3,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,17:47:57,SW,NW,Bright,20,11,Car,TRUE
Hanley Highway/Westway,15/06/2024,17:09:26,SW,SW,Bright,20,15,Buss,FALSE
Hanley Highway/Westway,15/06/2024,17:17:15,NE,NW,Bright,20,23,Car,FALSE
Hanley Highway/Westway,15/06/2024,17:03:15,SW,SE,Bright,20,22,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,17:47:06,SW,SE,Bright,20,11,Car,FALSE
Hanley Highway/Westway,15/06/2024,17:43:57,SW,SW,Bright,20,19,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,17:36:03,SW,NW,Bright,20,13,Buss,TRUE
Hanley Highway/Westway,15/06/2024,17:56:07,SW,SW,Bright,20,19,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,17:30:51,SW,SE,Bright,20,1,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,17:33:01,SW,SE,Bright,20,10,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:46:58,W,N,Clear,30,34,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:27:02,S,E,Clear,30,6,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:54:57,W,N,Clear,30,28,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:59:35,E,N,Clear,30,24,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:48:17,S,S,Clear,30,27,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:55:52,S,S,Clear,30,19,Van,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:32:43,S,W,Clear,30,23,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:33:31,N,W,Clear,30,31,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:44:24,N,W,Clear,30,21,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:06:59,E,N,Clear,30,15,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:34:12,N,W,Clear,30,1,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:53:37,N,W,Clear,30,4,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:49:57,S,S,Clear,30,28,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:06:04,E,S,Clear,30,17,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:17:18,W,S,Clear,30,25,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:22:13,N,E,Clear,30,21,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:57:15,E,S,Clear,30,5,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:49:07,N,N,Clear,30,4,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:56:34,S,S,Clear,30,34,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:52:05,E,N,Clear,30,31,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:43:27,N,W,Clear,30,23,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:23:31,S,S,Clear,30,31,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:27:26,N,W,Clear,30,20,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:31:06,W,W,Clear,30,2,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:23:41,E,N,Clear,30,31,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:00:55,W,W,Clear,30,30,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:39:43,S,E,Clear,30,2,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:37:11,E,S,Clear,30,31,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:53:21,N,N,Clear,30,15,Van,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:23:45,S,E,Clear,30,30,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:40:43,S,W,Clear,30,9,Van,TRUE
Hanley Highway/Westway,15/06/2024,18:10:55,SE,NE,Clear,20,6,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,18:53:39,SW,SW,Clear,20,5,Car,FALSE
Hanley Highway/Westway,15/06/2024,18:09:53,SW,NW,Clear,20,13,Car,TRUE
Hanley Highway/Westway,15/06/2024,18:40:14,SW,NW,Clear,20,2,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,18:49:02,SE,SE,Clear,20,21,Van,FALSE
Hanley Highway/Westway,15/06/2024,18:48:42,SW,SE,Clear,20,14,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,18:25:57,SW,SE,Clear,20,17,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,18:05:45,NW,NW,Clear,20,2,Car,FALSE
Hanley Highway/Westway,15/06/2024,18:15:42,SW,SW,Clear,20,2,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,18:18:01,SW,NW,Clear,20,21,Buss,FALSE
Hanley Highway/Westway,15/06/2024,18:41:27,SW,SW,Clear,20,24,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,18:47:33,SE,SW,Clear,20,14,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,18:36:14,NW,SW,Clear,20,17,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,18:07:44,SW,SW,Clear,20,20,Car,FALSE
Hanley Highway/Westway,15/06/2024,18:20:44,SW,NW,Clear,20,20,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,18:32:18,SW,SE,Clear,20,17,Buss,FALSE
Hanley Highway/Westway,15/06/2024,18:26:57,SW,NW,Clear,20,3,Truck,FALSE
Hanley Highway/Westway,15/06/2024,18:23:22,NW,SW,Clear,20,16,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,18:00:26,NE,NE,Clear,20,19,Van,FALSE
Hanley Highway/Westway,15/06/2024,18:57:50,SW,SW,Clear,20,17,Van,TRUE
Hanley Highway/Westway,15/06/2024,18:24:07,SW,NW,Clear,20,26,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,18:17:24,SW,SW,Clear,20,3,Car,FALSE
Hanley Highway/Westway,15/06/2024,18:21:11,SW,SW,Clear,20,23,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,18:51:26,SW,SW,Clear,20,4,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,18:27:27,NE,SE,Clear,20,19,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,18:04:47,NW,SW,Clear,20,9,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,18:44:41,NW,SE,Clear,20,24,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,18:54:49,SW,SW,Clear,20,10,Van,TRUE
Hanley Highway/Westway,15/06/2024,18:56:44,SW,SE,Clear,20,2,Car,FALSE
Hanley Highway/Westway,15/06/2024,18:45:16,SE,SE,Clear,20,19,Buss,TRUE
Hanley Highway/Westway,15/06/2024,18:10:16,SW,SW,Clear,20,24,Van,TRUE
Hanley Highway/Westway,15/06/2024,18:45:10,SW,SE,Clear,20,24,Car,FALSE
Hanley Highway/Westway,15/06/2024,18:09:21,SW,SW,Clear,20,5,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,18:45:00,SE,SW,Clear,20,19,Car,TRUE
Hanley Highway/Westway,15/06/2024,18:09:16,NW,SW,Clear,20,6,Car,FALSE
Hanley Highway/Westway,15/06/2024,18:26:16,SW,NW,Clear,20,2,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,18:06:54,SW,SE,Clear,20,25,Van,FALSE
Hanley Highway/Westway,15/06/2024,18:48:51,SE,SW,Clear,20,3,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,18:36:04,NE,NE,Clear,20,1,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,19:09:59,N,N,Clear,30,1,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,19:10:18,S,S,Clear,30,1,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,19:12:04,N,E,Clear,30,5,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,19:10:54,N,W,Clear,30,13,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,19:08:04,S,W,Clear,30,23,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,19:58:57,N,N,Clear,30,16,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,19:42:15,N,N,Clear,30,15,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,19:13:12,E,S,Clear,30,11,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,19:00:59,N,N,Clear,30,24,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,19:39:01,E,E,Clear,30,14,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,19:11:12,S,S,Clear,30,16,Van,TRUE
Elm Avenue/Rabbit Road,15/06/2024,19:05:22,S,E,Clear,30,14,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,19:43:54,S,S,Clear,30,6,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,19:44:26,E,E,Clear,30,18,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,19:42:00,E,S,Clear,30,19,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,19:22:17,E,S,Clear,30,31,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,19:14:06,E,S,Clear,30,24,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,19:32:55,N,N,Clear,30,32,Bicycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,19:57:06,E,N,Clear,30,5,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,19:43:41,W,N,Clear,30,8,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,19:00:00,N,W,Clear,30,27,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,19:55:48,N,W,Clear,30,8,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,19:58:05,W,N,Clear,30,25,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,19:39:52,N,W,Clear,30,3,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,19:24:24,S,W,Clear,30,6,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,19:46:29,S,E,Clear,30,25,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,19:16:50,S,E,Clear,30,34,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,19:18:00,S,W,Clear,30,26,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,19:33:44,N,N,Clear,30,17,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,19:07:53,S,E,Clear,30,8,Bicycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,19:53:42,E,N,Clear,30,1,Car,FALSE
Hanley Highway/Westway,15/06/2024,19:01:56,NW,SE,Clear,20,10,Buss,FALSE
Hanley Highway/Westway,15/06/2024,19:41:21,SW,NW,Clear,20,17,Car,FALSE
Hanley Highway/Westway,15/06/2024,19:56:27,SE,SE,Clear,20,17,Car,FALSE
Hanley Highway/Westway,15/06/2024,19:55:21,SW,NW,Clear,20,16,Van,TRUE
Hanley Highway/Westway,15/06/2024,19:05:36,NW,NW,Clear,20,13,Van,FALSE
Hanley Highway/Westway,15/06/2024,19:45:54,NW,NW,Clear,20,3,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,19:09:54,SW,NW,Clear,20,27,Truck,FALSE
Hanley Highway/Westway,15/06/2024,19:58:39,SE,SE,Clear,20,1,Van,FALSE
Hanley Highway/Westway,15/06/2024,19:14:02,NW,SE,Clear,20,26,Buss,TRUE
Hanley Highway/Westway,15/06/2024,19:44:35,SW,NW,Clear,20,24,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,19:58:30,NE,NE,Clear,20,19,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,19:41:33,SW,SE,Clear,20,14,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,19:10:17,NW,SW,Clear,20,27,Car,TRUE
Hanley Highway/Westway,15/06/2024,19:04:15,NW,NW,Clear,20,9,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,19:45:36,SW,SE,Clear,20,23,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,19:17:21,NW,NW,Clear,20,22,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,19:30:36,SW,SW,Clear,20,2,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,19:09:20,NE,NW,Clear,20,17,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,19:33:13,SW,SW,Clear,20,8,Van,TRUE
Hanley Highway/Westway,15/06/2024,19:45:23,NW,SE,Clear,20,21,Van,TRUE
Hanley Highway/Westway,15/06/2024,19:45:26,SW,SW,Clear,20,9,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,19:55:54,NW,SE,Clear,20,6,Van,FALSE
Hanley Highway/Westway,15/06/2024,19:22:53,SW,NW,Clear,20,17,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,19:00:31,SW,NW,Clear,20,19,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,19:29:28,SW,SW,Clear,20,14,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,19:29:11,NW,SW,Clear,20,2,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,19:13:47,SW,SW,Clear,20,23,Car,FALSE
Hanley Highway/Westway,15/06/2024,19:26:53,SW,SW,Clear,20,15,Car,TRUE
Hanley Highway/Westway,15/06/2024,19:53:41,SW,NW,Clear,20,24,Car,FALSE
Hanley Highway/Westway,15/06/2024,19:28:18,SW,SE,Clear,20,3,Van,FALSE
Hanley Highway/Westway,15/06/2024,19:04:24,NW,NW,Clear,20,22,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,19:09:00,SE,NE,Clear,20,6,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,20:07:52,S,E,Clear,30,16,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,20:29:44,N,E,Clear,30,9,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,20:37:42,N,W,Clear,30,6,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,20:32:33,N,E,Clear,30,10,Motorcycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,20:42:56,E,S,Clear,30,32,Motorcycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,20:07:37,E,N,Clear,30,7,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,20:45:02,S,S,Clear,30,18,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,20:40:07,W,N,Clear,30,7,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,20:10:57,S,E,Clear,30,27,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,20:17:17,E,S,Clear,30,28,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,20:43:03,W,S,Clear,30,17,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,20:07:58,W,N,Clear,30,19,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,20:58:02,W,W,Clear,30,16,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,20:34:31,N,N,Clear,30,1,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,20:52:50,S,S,Clear,30,1,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,20:35:12,E,N,Clear,30,10,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,20:56:08,N,N,Clear,30,16,Bicycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,20:04:08,E,N,Clear,30,12,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,20:24:39,N,N,Clear,30,15,Bicycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,20:17:57,E,S,Clear,30,11,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,20:48:15,S,E,Clear,30,6,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,20:01:43,S,E,Clear,30,12,Van,TRUE
Elm Avenue/Rabbit Road,15/06/2024,20:54:59,W,N,Clear,30,29,Car,FALSE
Hanley Highway/Westway,15/06/2024,20:15:36,SW,NW,Clear,20,19,Truck,FALSE
Hanley Highway/Westway,15/06/2024,20:29:54,SW,SE,Clear,20,15,Van,TRUE
Hanley Highway/Westway,15/06/2024,20:23:38,NE,NW,Clear,20,19,Van,FALSE
Hanley Highway/Westway,15/06/2024,20:33:35,NE,SE,Clear,20,22,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,20:04:34,NE,NW,Clear,20,13,Truck,FALSE
Hanley Highway/Westway,15/06/2024,20:59:38,SW,NW,Clear,20,8,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,20:40:45,SE,SE,Clear,20,25,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,20:07:32,SW,SE,Clear,20,21,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,20:47:17,SW,NW,Clear,20,20,Truck,FALSE
Hanley Highway/Westway,15/06/2024,20:49:37,NE,NW,Clear,20,1,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,20:34:47,SW,NW,Clear,20,4,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,20:27:08,NW,NW,Clear,20,3,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,20:41:14,SW,SE,Clear,20,12,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,20:51:29,SE,NE,Clear,20,15,Truck,FALSE
Hanley Highway/Westway,15/06/2024,20:30:14,SW,SW,Clear,20,2,Van,FALSE
Hanley Highway/Westway,15/06/2024,20:12:19,NE,NW,Clear,20,26,Car,TRUE
Hanley Highway/Westway,15/06/2024,20:17:18,SE,NE,Clear,20,25,Truck,FALSE
Hanley Highway/Westway,15/06/2024,20:48:33,NW,NW,Clear,20,21,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,20:15:23,SW,SE,Clear,20,24,Buss,FALSE
Hanley Highway/Westway,15/06/2024,20:29:56,SW,SW,Clear,20,8,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,20:07:58,SW,NW,Clear,20,8,Van,FALSE
Hanley Highway/Westway,15/06/2024,20:42:13,SW,NW,Clear,20,8,Truck,FALSE
Hanley Highway/Westway,15/06/2024,20:05:58,SW,SE,Clear,20,20,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,21:26:09,S,W,Clear,30,6,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,21:50:55,S,W,Clear,30,1,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,21:48:40,N,E,Clear,30,7,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,21:06:31,N,N,Clear,30,33,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,21:18:17,S,E,Clear,30,6,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,21:45:14,S,W,Clear,30,16,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,21:41:49,E,N,Clear,30,11,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,21:53:17,N,W,Clear,30,4,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,21:35:05,W,S,Clear,30,4,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,21:30:20,E,S,Clear,30,19,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,21:41:52,W,W,Clear,30,6,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,21:56:48,W,W,Clear,30,29,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,21:32:49,W,S,Clear,30,26,Buss,TRUE
Elm Avenue/Rabbit Road,15/06/2024,21:18:46,N,N,Clear,30,14,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,21:39:01,S,S,Clear,30,33,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,21:12:51,E,N,Clear,30,3,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,21:16:40,N,N,Clear,30,29,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,21:17:40,E,E,Clear,30,8,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,21:03:08,N,W,Clear,30,13,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,21:11:37,SW,NW,Clear,20,1,Car,FALSE
Hanley Highway/Westway,15/06/2024,21:35:40,SW,SE,Clear,20,7,Car,FALSE
Hanley Highway/Westway,15/06/2024,21:32:15,SW,NW,Clear,20,27,Van,TRUE
Hanley Highway/Westway,15/06/2024,21:38:38,SW,NW,Clear,20,11,Van,TRUE
Hanley Highway/Westway,15/06/2024,21:57:59,SW,SW,Clear,20,2,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,21:29:30,SW,NW,Clear,20,15,Car,TRUE
Hanley Highway/Westway,15/06/2024,21:54:56,NW,SW,Clear,20,27,Car,TRUE
Hanley Highway/Westway,15/06/2024,21:08:07,NW,NW,Clear,20,3,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,21:37:09,SW,SE,Clear,20,8,Car,FALSE
Hanley Highway/Westway,15/06/2024,21:23:08,SE,SW,Clear,20,5,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,21:50:21,NW,NW,Clear,20,21,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,21:01:25,SE,SW,Clear,20,24,Motorcycle,TRUE
Hanley Highway/Westway,15/06/2024,21:14:20,NW,SW,Clear,20,14,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,21:58:51,SW,SE,Clear,20,2,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,21:56:09,SW,SW,Clear,20,2,Car,TRUE
Hanley Highway/Westway,15/06/2024,21:22:43,NE,SE,Clear,20,10,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,22:16:35,N,W,Overcast,30,34,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,22:07:12,N,N,Overcast,30,21,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,22:19:09,N,W,Overcast,30,11,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,22:17:00,S,W,Overcast,30,16,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,22:29:29,E,S,Overcast,30,4,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,22:35:22,S,S,Overcast,30,30,Motorcycle,TRUE
Hanley Highway/Westway,15/06/2024,22:51:15,SW,SE,Overcast,20,23,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,22:00:53,SW,NW,Overcast,20,24,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,22:54:13,NW,SW,Overcast,20,13,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,22:05:34,SW,SE,Overcast,20,22,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,22:04:32,NW,NW,Overcast,20,11,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,22:05:52,SW,SW,Overcast,20,1,Car,FALSE
Hanley Highway/Westway,15/06/2024,22:17:26,SW,SE,Overcast,20,23,Car,FALSE
Hanley Highway/Westway,15/06/2024,22:08:47,SW,SE,Overcast,20,6,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,23:33:08,S,S,Overcast,30,7,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,23:51:20,N,N,Overcast,30,21,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,23:16:49,E,S,Overcast,30,33,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,23:03:29,N,W,Overcast,30,17,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,23:06:18,NE,NW,Overcast,20,9,Van,FALSE
Hanley Highway/Westway,15/06/2024,23:52:13,SW,SE,Overcast,20,5,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,23:30:44,SW,SE,Overcast,20,4,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,23:44:08,SW,SW,Overcast,20,21,Van,TRUE
Hanley Highway/Westway,15/06/2024,23:52:06,NW,SW,Overcast,20,15,Truck,FALSE
Hanley Highway/Westway,15/06/2024,23:15:51,NW,NW,Overcast,20,27,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,23:09:41,SW,SW,Overcast,20,1,Truck,FALSE
Hanley Highway/Westway,15/06/2024,23:14:07,SW,SE,Overcast,20,3,Van,TRUE
